ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
14052,0,0,0.14,0
13372,0.08,0.06,0,0.02
15136,0.1,0,0,0.01
8641,0,0,0.55,0
10534,0.24,0.09,0,0.01
20595,0.01,0,0,0
8482,0.53,0,0,0.04
16359,0.05,0.02,0,0.01
16296,0.06,0.02,0,0
8018,0.33,0.28,0,0.06
9336,0.3,0.11,0,0.04
21007,0,0,0.01,0
14106,0.13,0.01,0,0
21216,0,0,0.01,0
14027,0.07,0.05,0,0.02
7192,0.48,0.38,0,0.08
6225,1.09,0.15,0.25,0.04
6703,0.9,0.2,0,0.08
15311,0,0,0.11,0
14173,0.12,0.01,0,0.01
20379,0,0,0.02,0
19246,0.03,0,0,0
11048,0.1,0.15,0.01,0.03
5411,1.89,1.05,0.02,0.31
9747,0.11,0.08,0.19,0.03
7341,0.44,0.34,0,0.11
15245,0.07,0.03,0,0.01
6988,0.46,0.47,0,0.11
15815,0.09,0,0,0.01
15550,0.09,0,0,0.01
18638,0.01,0.02,0,0.01
17802,0.02,0,0.03,0
12891,0.15,0.04,0,0.01
18977,0,0,0.04,0
12394,0.15,0.05,0,0.02
11150,0.16,0.11,0,0.02
19336,0,0,0.03,0
19236,0.03,0,0,0
13835,0.07,0.06,0,0.02
16797,0,0,0.07,0
13381,0.12,0.04,0,0
10632,0,0,0.32,0
12112,0.11,0.09,0,0.03
14622,0.11,0.01,0,0.01
12460,0.11,0.08,0,0.02
5885,1.15,0.61,0,0.17
15646,0.09,0,0,0.01
14616,0.07,0.04,0,0.01
10644,0,0,0.32,0
17398,0,0,0.06,0
20267,0.02,0,0,0
10059,0.12,0,0,0.26
17350,0,0,0.06,0
6860,0.45,0.33,0.29,0.03
12943,0.13,0.05,0,0
10341,0.32,0,0,0.03
17165,0.05,0.01,0,0
13961,0.13,0,0,0.01
11156,0.13,0.02,0.12,0.01
18890,0,0.03,0,0
17825,0.05,0,0,0
16499,0,0,0.08,0
8339,0.3,0.23,0,0.08
20692,0,0.01,0,0
10960,0.09,0.07,0.11,0.03
21597,0.01,0,0,0
19897,0,0,0.03,0
9277,0.26,0.16,0,0.04
7682,0.45,0.17,0.14,0.01
14844,0,0,0.12,0
10934,0,0,0.3,0
6886,0,0,1.02,0.07
7955,0,0,0.69,0
6637,0.79,0.31,0.08,0.04
18195,0,0,0.05,0
13329,0.09,0.06,0,0.01
18490,0.02,0.02,0,0
8756,0,0,0.53,0
17194,0.03,0.03,0,0.01
5580,2.15,0.12,0,0.36
18307,0.02,0.02,0,0.01
5229,2.29,1.97,0.13,0.24
16444,0.07,0,0,0.01
14287,0.1,0.04,0,0
7908,0.32,0.31,0,0.07
8149,0.25,0.29,0,0.1
14910,0,0,0.12,0
12144,0.16,0.06,0,0
15570,0.05,0.04,0,0.01
13448,0.07,0,0.08,0.02
11959,0.16,0.06,0,0.02
7374,0.65,0.19,0,0.03
19741,0,0,0.03,0
16749,0.07,0,0,0
7956,0,0,0.69,0
10608,0.16,0.13,0,0.03
11215,0.23,0.02,0,0.03
20483,0,0,0.02,0
7561,0.75,0,0,0.06
11976,0,0.09,0.11,0.03
7426,0.52,0.16,0.08,0.1
5033,5.77,5.81,0.35,2.31
11934,0.18,0.05,0,0.01
16709,0.06,0.02,0,0
5770,0.59,1.16,0.06,0.33
20667,0.01,0,0,0
15716,0.09,0,0,0.01
17266,0.05,0.01,0,0
10976,0.06,0.16,0.02,0.05
10058,0.19,0.13,0,0.06
11235,0.09,0.16,0,0.03
7293,0.38,0.37,0,0.15
9062,0,0.45,0,0.03
14375,0.12,0,0,0.01
6993,0.09,0.06,0.83,0.07
18379,0,0,0.05,0
6327,1.24,0.17,0.03,0.01
10541,0,0,0.33,0
5705,1.12,0.39,0.64,0.12
9665,0.17,0.12,0.1,0.03
8082,0.47,0.17,0,0.01
20062,0,0.02,0,0
10027,0.19,0.15,0,0.05
12731,0.07,0.05,0.05,0.02
13734,0.14,0,0,0.01
9933,0.31,0.07,0,0
18283,0,0,0.05,0
16188,0.04,0.03,0,0.01
6176,0.88,0.26,0.34,0.09
16023,0.08,0,0,0.01
9186,0.27,0.06,0.08,0.05
9030,0.31,0.13,0.02,0.04
10256,0.24,0.07,0,0.05
10240,0.06,0.25,0,0.05
16001,0,0,0.09,0
17307,0,0,0.06,0
20298,0.01,0.01,0,0
11460,0,0,0.26,0
19321,0.03,0,0,0
16783,0,0,0.07,0
14979,0,0,0.12,0
21528,0,0,0.01,0
14882,0.11,0,0,0.01
19194,0,0,0.03,0
14177,0.12,0.01,0,0.01
6672,0.72,0.37,0.01,0.11
7271,0.67,0.08,0,0.17
18621,0.03,0.01,0,0
5288,2.57,1.52,0,0
18831,0,0.03,0,0.01
20905,0,0,0.02,0
15540,0.1,0,0,0.01
20127,0.02,0,0,0
21486,0,0,0.01,0
6467,0.79,0.42,0,0.11
17734,0.05,0,0,0
9717,0.09,0.23,0,0.09
11417,0.13,0.06,0.04,0.04
18920,0,0,0.04,0
8180,0.31,0.24,0,0.08
12115,0.2,0,0,0.02
6801,1.01,0.1,0,0.03
12408,0.15,0.04,0,0.02
20656,0.02,0,0,0
19659,0.02,0.01,0,0
17267,0.05,0.01,0,0
19341,0.01,0,0.02,0
7952,0.64,0,0,0.05
17712,0.04,0.01,0,0
15055,0.08,0.03,0,0
9935,0.23,0.06,0.09,0.01
6757,0.52,0.38,0.09,0.17
19177,0.03,0,0,0
10663,0.24,0.07,0,0.01
21055,0,0,0.01,0
12120,0,0,0.23,0
16493,0,0,0.08,0
12213,0.05,0.14,0,0.03
10077,0.15,0.17,0,0.06
15179,0.07,0.03,0,0.01
20185,0,0,0.02,0
15792,0.09,0,0,0.01
10405,0,0,0.34,0
9477,0.34,0.09,0,0.01
7791,0.44,0.01,0.25,0.04
13537,0.08,0.06,0,0.02
20378,0.01,0.01,0,0
10913,0.28,0,0,0.02
9247,0.2,0.03,0.21,0.02
20932,0,0,0.02,0
15891,0,0.08,0,0.01
9120,0.27,0.18,0,0.03
7726,0.6,0.09,0.02,0.05
20338,0.01,0,0,0
15911,0.07,0.02,0,0
17651,0.05,0.01,0,0
9189,0,0,0.44,0.03
17630,0.05,0,0,0
10398,0.19,0.13,0,0.02
15782,0.09,0,0,0.01
10586,0.23,0.04,0.02,0.03
19915,0,0,0.02,0
11233,0,0,0.26,0.02
10025,0.27,0.1,0,0.01
7800,0.11,0.51,0.01,0.09
19593,0,0,0.03,0
21518,0.01,0,0,0
17407,0.03,0.02,0,0.01
10433,0.16,0.13,0,0.04
20371,0,0.02,0,0
16480,0.06,0.02,0,0
18121,0,0,0.05,0
20198,0.01,0.01,0,0
12283,0.16,0.06,0,0
7522,0.47,0.28,0,0.07
15436,0.09,0,0,0.01
6419,0.99,0.33,0,0.05
15726,0,0.08,0,0.01
16356,0.04,0.03,0,0.01
14954,0.07,0.03,0,0.02
14094,0.11,0.03,0,0.01
18512,0.02,0.02,0,0
20806,0,0,0.02,0
16423,0.03,0.04,0,0.01
21077,0,0,0.01,0
19877,0,0,0.03,0
20559,0,0,0.02,0
5354,2.02,1.17,0,0.42
18659,0.04,0,0,0
9380,0.25,0.16,0,0.04
21429,0,0.01,0,0
20469,0,0,0.02,0
19199,0,0,0.03,0
13721,0.11,0.04,0,0
15490,0.1,0,0,0.01
17022,0,0,0.07,0
6107,0.9,0.11,0.6,0.05
13518,0.13,0.03,0,0
14038,0.08,0.05,0,0.01
20401,0.02,0,0,0
5636,1.56,0.61,0.02,0.23
19296,0,0,0.03,0
21213,0,0,0.01,0
6676,0,0,1.2,0
14458,0.1,0.03,0,0
13552,0,0,0.16,0
8025,0,0,0.67,0
7399,0.63,0.17,0,0.07
8032,0,0.66,0,0.01
19734,0,0,0.03,0
5735,2.01,0.02,0,0.17
8863,0.25,0.2,0,0.07
11357,0.06,0.05,0.14,0.02
16158,0.01,0.06,0,0.02
13402,0,0.16,0,0.01
19361,0.03,0,0,0
8514,0.37,0.15,0,0.05
18731,0.04,0,0,0
21452,0,0.01,0,0
13949,0,0,0.15,0
13210,0.09,0.07,0,0.02
18879,0,0.04,0,0
13455,0.15,0,0,0.01
18967,0,0,0.04,0
7375,0.49,0.33,0,0.06
20322,0,0,0.02,0
20506,0,0,0.02,0
14058,0,0,0.13,0.01
18434,0,0,0.05,0
9141,0.37,0.03,0.04,0.04
8243,0.16,0.13,0.29,0.04
17636,0.06,0,0,0
15413,0.05,0.04,0.01,0.01
16646,0.07,0,0,0
8684,0.3,0.21,0,0.04
8683,0.27,0.21,0,0.07
10711,0.28,0,0.01,0.02
7061,0.41,0.1,0.47,0.02
7642,0.29,0.3,0.12,0.07
11138,0.21,0.06,0,0.01
8695,0,0,0.54,0
11190,0.12,0.12,0.01,0.03
18855,0.02,0.01,0,0
15979,0.08,0,0,0.01
9409,0.22,0.17,0,0.06
10047,0.21,0.14,0,0.02
13036,0.16,0.01,0,0.02
5104,3.27,2.83,0.08,1.02
18469,0,0,0.04,0
19055,0,0,0.04,0
5641,2.07,0.26,0,0.08
16515,0,0,0.08,0
20098,0.02,0,0,0
10643,0,0.3,0,0.02
8991,0.24,0.19,0,0.06
20215,0,0,0.02,0
5096,5.39,1.18,0.7,0.19
12724,0.18,0,0,0.01
12059,0,0.19,0,0.04
15328,0.1,0,0,0.01
16060,0.08,0,0,0.01
8952,0.23,0.21,0.01,0.05
13155,0,0,0.18,0
21328,0,0.01,0,0
16104,0,0,0.09,0
6168,0.47,0.8,0.03,0.29
15222,0.09,0.02,0,0
6342,1.03,0.32,0,0.09
8458,0.54,0,0,0.04
7191,0.7,0.17,0,0.08
19783,0,0.02,0,0
20918,0,0.01,0,0
20925,0,0.01,0,0
19823,0,0.02,0,0
19155,0.02,0.01,0,0
10155,0.2,0.12,0,0.05
8751,0.26,0.2,0,0.07
16019,0.08,0,0,0.01
15395,0,0,0.11,0
7268,0.45,0.35,0,0.12
6533,0.63,0.49,0,0.16
6061,0.94,0.64,0,0.11
11753,0.12,0.11,0,0.02
20977,0.01,0,0,0
21392,0,0,0.01,0
12957,0.1,0.07,0,0.01
7324,0.62,0.24,0,0.03
19572,0,0,0.03,0
12428,0.18,0,0.01,0.01
17007,0.04,0.03,0,0
5140,4.05,1.62,0.07,0.49
14215,0.08,0.05,0,0.01
7023,0.94,0.01,0,0.08
5234,1.78,1.39,1.1,0.3
14961,0.09,0.02,0,0
6825,1.03,0,0.01,0.08
6359,0.71,0.57,0,0.14
17551,0,0,0.06,0
12308,0.17,0.02,0.02,0.02
21576,0,0.01,0,0
15387,0.07,0.03,0,0.01
21127,0,0.01,0,0
18570,0.02,0.02,0,0
21588,0.01,0,0,0
18021,0,0.04,0,0.01
17119,0.05,0.01,0,0
9374,0.21,0.19,0,0.05
6758,0.83,0.28,0,0.05
20179,0,0.02,0,0
20008,0.02,0,0,0
8633,0.34,0.01,0.15,0.06
14618,0,0,0.13,0
9207,0,0.38,0,0.09
21366,0.01,0,0,0
11454,0.13,0.1,0,0.03
19205,0.03,0.01,0,0
11293,0.08,0,0.19,0.01
9820,0.23,0.14,0,0.04
12019,0.16,0.05,0,0.02
11809,0.1,0.12,0,0.02
8930,0.25,0.19,0,0.06
9153,0.25,0.17,0.01,0.05
14187,0,0,0.14,0
20786,0,0,0.02,0
21223,0,0,0.01,0
20684,0,0,0.02,0
15963,0.07,0.02,0,0
7526,0.34,0.04,0.36,0.08
8768,0.3,0.2,0,0.03
7705,0.59,0.16,0,0.01
14690,0.09,0.03,0,0
20253,0,0.02,0,0
14355,0.12,0,0,0.01
13053,0.07,0.09,0,0.02
13673,0.1,0,0.04,0.02
19434,0,0,0.03,0
7903,0.55,0.1,0,0.05
16974,0.05,0.02,0,0
6130,1.33,0.14,0,0.15
10761,0.24,0.05,0,0.02
9825,0,0,0.4,0
7403,0.12,0.52,0,0.23
5178,2.3,2.46,0.2,0.28
7450,0.52,0.25,0,0.07
21556,0.01,0,0,0
11163,0.14,0.11,0,0.04
7991,0.39,0.23,0,0.06
14466,0.12,0,0,0.01
14565,0.11,0,0,0.01
16637,0.07,0,0,0.01
15276,0.08,0.02,0,0
11121,0.16,0.1,0,0.03
21421,0,0,0.01,0
6455,0.95,0.21,0.01,0.18
6154,0.71,0.48,0.3,0.1
7849,0.66,0,0,0.05
8588,0.49,0.02,0,0.04
17319,0.05,0.01,0,0
7688,0.22,0.4,0.01,0.14
5061,6.72,2.63,0.04,0.82
13137,0.09,0.07,0,0.02
19920,0.02,0.01,0,0
12558,0.1,0.08,0,0.03
18493,0.03,0.01,0,0
19482,0.01,0.02,0,0
10673,0.24,0.07,0,0.01
20222,0.01,0.01,0,0
12177,0.05,0.13,0,0.04
16256,0.07,0.02,0,0
9422,0.3,0.12,0,0.02
19466,0.01,0.01,0,0
16553,0.06,0.02,0,0
14382,0.08,0,0.05,0.01
16764,0,0,0.07,0
19030,0.03,0,0,0
7676,0.61,0.1,0,0.06
13428,0.08,0.07,0,0.01
19691,0,0,0.03,0
11695,0.12,0.1,0,0.03
16469,0,0,0.07,0.01
7659,0.66,0.02,0.03,0.06
17414,0,0,0.06,0
8788,0.32,0.19,0,0.02
16645,0,0,0.08,0
12916,0.15,0.01,0.02,0.01
14986,0.09,0.02,0,0
16042,0.06,0.02,0,0.01
19808,0.01,0.01,0,0
13758,0.14,0.01,0,0
6853,0.36,0.53,0,0.21
14270,0.11,0.01,0,0.01
15894,0.09,0,0,0.01
6666,0.59,0.46,0,0.15
16407,0,0,0.08,0
18427,0.03,0.01,0,0
6371,1.07,0.15,0,0.19
20606,0,0,0.02,0
14999,0,0,0.11,0
20610,0,0.02,0,0
8220,0.31,0.25,0,0.06
13460,0,0,0.16,0
11103,0.07,0.18,0,0.03
5102,3.51,3.03,0,0.73
21010,0,0.01,0,0
20259,0.02,0,0,0
12194,0,0,0.22,0
11791,0.16,0.07,0,0.02
21546,0,0,0.01,0
19171,0,0,0.03,0
17534,0.04,0.02,0,0
14791,0,0,0.12,0
15111,0.11,0,0,0.01
14090,0.07,0,0.06,0.01
15128,0,0,0.11,0
12143,0.12,0.04,0.05,0.02
13278,0,0,0.17,0
20572,0,0.02,0,0
17332,0,0.06,0,0.01
19489,0,0,0.03,0
10785,0.28,0,0,0.02
10648,0.16,0.12,0,0.04
16650,0.07,0,0,0.01
7434,0.46,0.32,0,0.07
17546,0.04,0.02,0,0
14126,0,0.12,0,0.02
16889,0.04,0.02,0,0.01
8194,0,0,0.63,0
19809,0,0.02,0,0
7025,0.61,0.32,0.01,0.08
5714,0.62,0.44,1.06,0.13
12305,0.13,0.03,0.04,0.01
8400,0.29,0.23,0,0.08
19049,0,0.03,0,0.01
18753,0.03,0,0.01,0
13604,0.14,0.01,0,0.01
5703,1.05,0.77,0.1,0.36
19722,0,0.02,0,0
18601,0.03,0.01,0,0
15494,0,0,0.1,0
20413,0,0,0.02,0
15906,0,0.01,0.08,0
16560,0.07,0,0,0.01
15346,0.08,0,0.01,0.01
17924,0.03,0.02,0,0.01
5781,0.9,0.45,0.63,0.13
15499,0.02,0.06,0,0.02
15682,0.08,0.01,0,0.01
18274,0,0.04,0,0.01
14962,0,0,0.12,0
6340,1.23,0.07,0.02,0.11
16866,0.06,0.01,0,0
15423,0.07,0,0.03,0.01
21472,0,0,0.01,0
6389,0.49,0.66,0.02,0.22
18631,0.01,0.02,0,0.01
14737,0,0,0.12,0
19288,0.02,0.01,0,0
21313,0,0,0.01,0
16099,0.06,0.02,0,0.01
21587,0,0,0.01,0
7714,0.27,0.15,0.3,0.04
17709,0,0,0.06,0
7675,0.55,0.2,0,0.01
15717,0.08,0.01,0,0.01
19012,0,0,0.04,0
9600,0,0,0.42,0
12615,0,0,0.17,0.03
19431,0.02,0.01,0,0
11642,0.19,0.05,0,0.01
15433,0.02,0.07,0,0.02
9424,0.28,0.13,0,0.04
9789,0.32,0.04,0.01,0.04
10895,0.21,0.08,0,0.01
6951,0.52,0.41,0,0.14
11020,0.06,0.2,0,0.03
15840,0.07,0.02,0,0
19029,0.02,0.01,0,0
13968,0.11,0.03,0,0
14511,0.03,0.08,0,0.02
15319,0.05,0.04,0,0.01
13543,0.08,0.06,0,0.02
20036,0,0,0.02,0
10062,0.35,0,0,0.03
7833,0.59,0.02,0.01,0.1
18130,0.04,0,0,0
12368,0.05,0.11,0.01,0.04
15477,0.1,0,0,0.01
18209,0.02,0.02,0,0.01
7602,0.42,0.03,0.3,0.04
11650,0.14,0.09,0,0.02
10789,0.14,0.12,0,0.05
8869,0.48,0,0,0.04
21246,0,0,0.01,0
13669,0.12,0.03,0,0
11309,0.07,0.07,0.12,0.01
9675,0.15,0.12,0.11,0.04
10584,0.18,0.12,0,0.02
7096,0.52,0.28,0,0.19
20212,0.02,0,0,0
12343,0.11,0.07,0,0.04
10843,0.15,0.12,0,0.04
8422,0.51,0.04,0,0.05
19113,0.03,0.01,0,0
15158,0.08,0.02,0,0.01
13737,0.08,0.06,0,0.02
18340,0,0.04,0,0
9346,0.42,0.02,0,0
13731,0.14,0,0,0.01
8452,0.35,0.18,0,0.05
15096,0.09,0.01,0,0.01
21190,0.01,0,0,0
7344,0.42,0.36,0.04,0.07
11301,0,0,0.27,0
10426,0,0,0.34,0
14500,0.1,0.03,0,0
8702,0.4,0.08,0.03,0.04
18318,0,0,0.05,0
5003,15.75,11.01,3.28,2.96
13814,0.12,0.03,0,0
7789,0.3,0.12,0.24,0.07
16180,0.04,0.03,0,0.01
18497,0,0,0.04,0
8925,0.42,0.02,0,0.07
8604,0.4,0.15,0,0.01
16453,0,0,0.08,0.01
5374,1.64,0.38,1.42,0.06
13861,0,0,0.15,0
15803,0.07,0.02,0,0.01
13695,0.14,0,0,0.01
7102,0,0.8,0,0.18
21353,0,0.01,0,0
18544,0.02,0.02,0,0.01
15843,0.07,0.02,0,0
17116,0.04,0.03,0,0
11320,0.06,0.16,0,0.05
17711,0,0,0.06,0
18401,0,0,0.05,0
20391,0,0,0.02,0
21351,0,0.01,0,0
10503,0.14,0.03,0,0.16
6743,0.45,0.25,0.3,0.16
17672,0.01,0.04,0,0.01
15813,0.07,0.02,0,0.01
13912,0.14,0,0,0.01
15445,0.08,0.02,0,0
6519,0.69,0.48,0,0.13
17251,0.06,0,0,0
17006,0.05,0.02,0,0
7438,0.74,0.04,0,0.06
20207,0.01,0.01,0,0
5581,1.07,1.06,0.24,0.25
6248,1.41,0.06,0,0.04
18075,0,0,0.05,0
16339,0,0.08,0,0.01
7348,0.39,0.24,0.21,0.06
5844,0.49,1.27,0,0.25
12069,0.15,0.06,0,0.02
10916,0.27,0,0,0.03
9826,0.32,0.07,0,0
6858,0,0,1.1,0
19301,0.02,0.01,0.01,0
19648,0,0,0.03,0
5791,0,0,1.96,0.14
16760,0.06,0.02,0,0
20947,0,0,0.02,0
19890,0,0,0.03,0
19678,0,0,0.03,0
19677,0,0,0.03,0
8755,0.13,0.37,0,0.04
16378,0.05,0.03,0,0.01
18654,0,0,0.04,0
12862,0,0,0.16,0.03
21508,0,0.01,0,0
12364,0.1,0.08,0,0.03
10487,0.24,0.09,0,0.01
8173,0.07,0.42,0,0.14
20619,0,0,0.02,0
16193,0.08,0,0,0.01
10989,0.13,0.11,0,0.06
16712,0,0.06,0,0.02
15582,0.05,0.04,0,0.01
15651,0.05,0.04,0,0.01
9596,0.2,0.19,0,0.04
16641,0.06,0.02,0,0
17498,0.03,0.02,0,0.01
16944,0.01,0.05,0,0.01
8462,0.28,0.22,0,0.07
14859,0.06,0.05,0,0.02
15544,0,0,0.1,0
11217,0,0,0.28,0
8656,0.17,0.33,0,0.05
18355,0.04,0,0,0
6594,0.61,0.48,0,0.16
17833,0.05,0,0,0
10340,0.18,0.14,0,0.03
8781,0,0,0.53,0
5971,1.25,0.29,0,0.24
11520,0,0,0.26,0
11678,0.14,0.09,0,0.02
10927,0.13,0.14,0,0.03
8498,0.34,0.17,0.02,0.05
6673,0.41,0.6,0,0.19
7484,0.77,0.03,0,0.04
21233,0.01,0,0,0
20903,0,0,0.02,0
8735,0.32,0.17,0,0.05
16259,0,0,0.08,0
10848,0.18,0.1,0,0.03
6458,1.03,0.27,0,0.04
10942,0,0,0.3,0
8744,0.45,0.02,0,0.07
8375,0.34,0.2,0,0.06
19946,0,0,0.02,0
17239,0,0,0.07,0
20236,0,0,0.02,0
13572,0.08,0.07,0,0.01
11987,0.09,0.13,0,0.02
14908,0.08,0.03,0,0.01
15759,0.09,0,0,0.01
10266,0.28,0.02,0.03,0.03
15127,0.07,0.03,0,0.01
10304,0,0,0.29,0.06
12715,0.18,0,0,0.02
15709,0.03,0.04,0.01,0.01
17113,0.02,0,0.05,0
14037,0,0.11,0,0.03
20536,0,0,0.02,0
13627,0.09,0.05,0,0.01
10076,0.31,0.03,0,0.03
13086,0.17,0,0,0.01
12804,0.05,0.1,0,0.03
17673,0.04,0.02,0,0
15039,0,0,0.11,0
21049,0,0,0.01,0
15134,0.08,0.03,0,0.01
5241,2.71,1.51,0.03,0.23
19067,0.03,0.01,0,0
8839,0.39,0.11,0,0.02
14788,0.09,0.03,0,0
20450,0.02,0,0,0
19278,0.03,0.01,0,0
11720,0.19,0.04,0,0.02
11316,0.25,0.02,0,0
16851,0.04,0.03,0,0.01
9718,0,0,0.41,0
10162,0.31,0.04,0,0.01
13379,0.15,0,0,0.01
21166,0.01,0,0,0
7925,0.43,0.2,0,0.06
14659,0,0,0.12,0
20581,0,0,0.02,0
12036,0.13,0.09,0,0.02
6214,0.86,0.52,0.01,0.15
6867,0.54,0.33,0.01,0.22
9468,0.31,0.12,0,0.01
17034,0,0,0.07,0
8035,0.23,0.33,0,0.11
13179,0.09,0.07,0,0.02
19272,0.03,0,0,0
16184,0,0,0.09,0
12895,0.09,0.07,0,0.02
11957,0.11,0.09,0,0.03
6788,0.31,0.59,0.02,0.22
16169,0.05,0.03,0,0.01
10510,0,0,0.33,0
17570,0,0,0.06,0
17169,0.06,0,0,0.01
20847,0,0,0.02,0
8556,0.09,0.4,0,0.07
9630,0.24,0.15,0,0.03
9727,0,0,0.41,0
21088,0,0,0.01,0
13335,0.07,0.09,0,0.02
6980,0.45,0.49,0,0.11
10670,0,0,0.3,0.02
5387,1.82,1.07,0.06,0.47
17461,0.05,0.01,0,0
9159,0.33,0.1,0,0.04
7690,0.3,0.37,0.03,0.07
5056,4.76,3.76,0.44,1.62
19799,0,0,0.03,0
18906,0.02,0.01,0,0
11891,0.08,0.07,0.06,0.03
20908,0.01,0,0,0
7040,0.56,0.38,0,0.07
15885,0.05,0.04,0,0.01
14272,0.09,0.04,0,0.01
17721,0,0,0.06,0
8658,0.5,0.01,0,0.05
5204,2.79,1.89,0,0.33
12541,0.1,0.08,0,0.03
12216,0.09,0.09,0,0.04
10313,0.17,0.13,0,0.04
19637,0,0,0.03,0
16733,0,0,0.08,0
6039,0.8,0.21,0.55,0.15
15290,0.05,0.01,0.04,0.01
10192,0.14,0.11,0.08,0.04
6104,1.25,0.15,0.03,0.22
17324,0,0,0.06,0
8185,0.35,0.24,0,0.04
17689,0.01,0,0.05,0
8410,0.53,0.02,0,0.04
6468,0.47,0.59,0.06,0.21
15459,0.09,0.01,0,0.01
9778,0.23,0.15,0,0.03
16463,0.06,0.02,0,0
8957,0.42,0.06,0,0.02
9758,0.21,0.16,0,0.04
6527,0.39,0.02,0.85,0.03
19415,0,0.02,0,0.01
14766,0.09,0.03,0,0
18734,0,0,0.04,0
20630,0.01,0,0,0
20313,0.01,0,0,0
8783,0.34,0.17,0,0.02
8346,0.26,0.28,0,0.07
18606,0.04,0,0,0
19556,0,0,0.03,0
15506,0.09,0,0,0.01
6334,0.73,0.42,0,0.28
11615,0.24,0,0,0.02
12315,0.12,0.08,0,0.01
5227,1.94,1.95,0.08,0.7
16167,0.04,0.04,0,0.01
7566,0.62,0.16,0,0.02
7299,0.75,0.03,0,0.12
19630,0,0,0.03,0
10368,0.08,0.06,0.19,0.02
18433,0,0,0.05,0
13265,0.13,0.04,0,0.01
19139,0.02,0.01,0,0
8785,0.23,0.14,0.12,0.04
18835,0.03,0.01,0,0
7199,0.69,0.17,0,0.08
5803,0.97,0.33,0.73,0.06
6456,0.77,0.07,0.43,0.08
11973,0.18,0.04,0,0.02
8727,0.4,0.1,0,0.04
12125,0,0,0.23,0
9676,0.26,0.12,0,0.04
8005,0.33,0.26,0,0.09
6615,0.6,0.47,0,0.16
7304,0.26,0.43,0.03,0.18
18369,0.04,0,0,0
12274,0.08,0,0.13,0.01
21382,0,0,0.01,0
5394,2.03,1.03,0,0.32
11220,0.15,0.11,0,0.02
11828,0.05,0,0.18,0.01
14762,0,0,0.12,0
6515,0.45,0.57,0.06,0.21
16973,0.05,0.02,0,0
5228,2.08,2.04,0.06,0.47
19095,0,0.03,0,0
18214,0,0,0.05,0
19342,0.03,0,0,0
8950,0.42,0.02,0,0.07
16127,0,0,0.09,0
17055,0.05,0.02,0,0
10557,0.25,0.07,0,0.01
19320,0,0,0.03,0
20685,0.02,0,0,0
19804,0.01,0.01,0,0
10146,0.3,0.01,0.02,0.03
11123,0.24,0.02,0,0.02
6092,0.82,0.65,0,0.19
10777,0.15,0.12,0,0.04
19949,0,0,0.02,0
5988,1.27,0.42,0,0.07
9450,0,0,0.44,0
11749,0.06,0.16,0,0.03
10722,0.15,0.12,0,0.04
13065,0.17,0,0,0.01
9324,0.23,0.06,0.16,0.01
18701,0.03,0.01,0,0
15438,0,0,0.1,0
12666,0.1,0.02,0.07,0.01
6627,1.05,0.06,0.01,0.11
12563,0.09,0.07,0.02,0.02
6194,0.84,0.56,0,0.15
20369,0,0,0.02,0
11262,0.13,0.11,0,0.04
11177,0.27,0,0,0.02
14988,0.09,0.02,0,0
8233,0.26,0.29,0,0.07
20906,0,0,0.02,0
16395,0,0,0.08,0
9010,0.21,0.2,0,0.08
19775,0,0,0.03,0
6370,0.97,0.34,0,0.11
7503,0.33,0.34,0.09,0.07
18970,0,0.03,0,0.01
6645,0.68,0.46,0,0.08
12589,0.06,0.04,0.09,0.01
8552,0.28,0.22,0,0.07
5467,2.38,0.32,0,0.31
10306,0.11,0.17,0,0.06
11154,0.21,0.06,0,0.01
20616,0,0,0.02,0
12525,0.06,0,0.14,0.01
6834,0.31,0.57,0.03,0.2
5246,2.55,1.11,0.46,0.33
12688,0,0,0.2,0
5122,1.67,2.78,1.6,0.62
9560,0.21,0.16,0,0.05
20488,0,0,0.02,0
5742,1.68,0.44,0,0.08
14915,0.09,0.02,0,0.01
8591,0.09,0.02,0.45,0
5527,0.29,0.2,2.13,0.18
12686,0.1,0.09,0,0.02
6084,0.45,1.02,0,0.2
14967,0.07,0.01,0,0.03
5778,1.68,0.4,0,0.03
5526,1.47,0.07,1.1,0.15
8413,0.47,0.11,0,0.01
19161,0,0,0.03,0
10559,0.31,0.02,0,0
6054,0,0,1.69,0.01
19577,0.03,0,0,0
8724,0,0,0.54,0
11225,0.11,0.01,0,0.16
15921,0,0,0.09,0
5423,1.76,1.21,0.07,0.16
9680,0.2,0.16,0,0.05
14661,0.11,0.01,0,0.01
13130,0.06,0.09,0,0.03
5642,0.81,0.76,0.7,0.14
18168,0,0,0.05,0
20337,0.01,0.01,0,0
18310,0.04,0.01,0,0
9238,0.2,0.15,0.06,0.05
7500,0.42,0.2,0.11,0.09
9104,0.42,0.03,0,0.04
7330,0.6,0.22,0.05,0.02
21074,0,0,0.01,0
10939,0.16,0.11,0,0.02
18806,0,0.03,0,0.01
9200,0.37,0.05,0,0.05
12590,0.1,0.02,0.07,0.01
11452,0,0,0.26,0
9411,0.37,0.01,0,0.06
9146,0.14,0.11,0.19,0.04
20437,0.01,0.01,0,0
14445,0,0,0.13,0
14136,0.03,0.11,0,0.01
14533,0.06,0.05,0,0.02
11685,0.23,0.02,0,0
8447,0.55,0.03,0,0.01
